code,water_source_type,inspecting_agency,inspection_date,region,district,source_name,nearest_settlement_name,distance_to_settlement,establishing_agency,date_source_established,latitude,longitude,gps_precision,permanent,functioning,reason_for_non_functioning,last_intervention_agency,last_intervention_description,last_intervention_date
BHGLCD018,Borehole,FGS_MoEWR,2019-09-14,Galgaduud,Cadaado,Gidhees,Gidheis,2.0,,12-08-18,6.01529,46.67957,4.3,Yes,Yes,,,No,
SPAWBA006,Spring,SWALIM_WSIS,2008-06-02,Awdal,Baki,Garaska,Xoorey,,,,10.1897,43.4359,,Yes,Yes,,,,
BHGLCD019,Borehole,FGS_MoEWR,2019-09-16,Galgaduud,Cadaado,Galinsoor 2,Galinsoor,2.0,UNICEF - United Nations Children's Fund,14-04-11,6.4257,46.701,4.3,Yes,Yes,,UNICEF - United Nations Children's Fund,,
BHGLCD020,Borehole,SWALIM_GSA,2016-02-13,Galgaduud,Cadaado,Barwaaqo BH,Galinsor,,GSA - General Service Agency,13-02-11,6.4255,46.7011,,Yes,Yes,,IRC - International Rescue Committee/UNICEF - United Nations Children's Fund,Generator and pump supply,2016-01-01
BHGLCD022,Borehole,SWALIM_GSA,2016-02-13,Galgaduud,Cadaado,Durdurweyne BH,Galinsor,,,09-09-80,6.42413,46.70676,,No,No,,,,
BHGLDH048,Borehole,SWALIM_GSA,2018-04-01,Galgaduud,Dhusa Marreb,Gadoon BH2,Mareerguur,,ICRC - International Committee of The Red Cross,01-01-17,5.6953,46.6728,,Yes,Yes,,S/N/N,,
,Borehole,FGS Ministry of Energy and Water Resources,,Bay,Baydhaba,Midnimo BH,Bedale,,Concern Worldwide ,1/1/2004,3.2178,43.1997,,Yes,Yes,,,,
BHGLCD023,Borehole,FGS_MoEWR,2019-09-16,Galgaduud,Cadaado,galinsoor 1,Galinsoor,0.5,Former Somali Government,09-08-80,6.4243,46.7068,4.3,Yes,Yes,,International Committee of The Red Cross,Changing water point source because first well of galinsoor established by MoEwr is not functioning it needs rehabilitation,2015-08-16
BHWGBE004,Borehole,SWALIM Archives,1983-02-19,Woqooyi Galbeed,Berbera,WHN 1/9,,,,,10.1528,44.4583,,,,,,,
BHGLCD024,Borehole,SWALIM_GSA,2018-04-01,Galgaduud,Cadaado,Durdur BH2,Bandiradley,,ICRC - International Committee of The Red Cross,03-07-05,6.4242,46.7068,,Yes,Yes,,ICRC - International Committee of The Red Cross,Generator supply,2016-01-01
BHGLCD025,Borehole,SWALIM_GSA,2016-02-13,Galgaduud,Cadaado,Durdurweyne BH2,Galinsor,,,13-02-02,6.4241,46.7068,,Yes,Yes,,,,
BHGLCD026,Borehole,SWALIM_GSA,2018-04-01,Galgaduud,Cadaado,Lidoole BH,Docoley,,CPD,01-01-11,6.171,46.8492,,Yes,Yes,,IRC - International Rescue Committee,Generator supply,2017-01-01
BHSNCR102,Borehole,SWALIM_HGS,2012-01-16,Sanaag,Ceerigaabo,daraarweyne,Garabcad,,,,9.759472,47.520944,,,Yes,,Chinese Embassy,,1980-12-16
BHGLCD028,Borehole,SWALIM_GSA,2018-04-01,Galgaduud,Cadaado,Carmoley BH,Kaxindho,,Direct Aid,06-12-15,5.895,46.9232,,Yes,Yes,,,,
BHGLCD029,Borehole,SWALIM_WSIS,2009-12-08,Galgaduud,Cadaado,Docoley BH2,Bac Aroor,,,,6.133,46.9661,,,No,,ICRC - International Committee of The Red Cross,,
BHGLCD030,Borehole,SWALIM_GSA,2016-02-01,Galgaduud,Cadaado,Docoley,Docoleey,,,01-02-86,6.13286,46.96624,,Yes,Yes,,CPD,"Water tank constructed, and trouphs",1986-01-01
BHGLCD031,Borehole,SWALIM_GSA,2018-04-01,Galgaduud,Cadaado,Docoley BH,Madoogato,,Former Somali Government,01-01-83,6.1329,46.9662,,Yes,Yes,,CPD,"Elevated water tank, generator room and animal water troughs construction",2018-01-01
BHGLCD032,Borehole,COOPI,2012-04-12,Galgaduud,Cadaado,Docoley BH1,Docoley,,Former Somali Government,06-04-86,6.1329,46.9663,,Yes,Yes,,CPD,,2011-07-16
BHGLCD033,Borehole,SWALIM_GSA,2018-04-01,Galgaduud,Cadaado,Baxdogaabo BH,Wanakiro,,GSA - General Service Agency,01-01-12,6.1873,47.1061,,Yes,Yes,,Gumco company,Elevated water tank and generator room construction,2016-01-01
BHTGBC071,Borehole,Somaliland_MoWR,2014-01-05,Togdheer,Burco,Abole BH,Shacab Area,,Abole (Owner),01-01-04,9.5429,45.5301,,Yes,No,,,,
,Dug Well,FGS Ministry of Energy and Water Resources,2022-04-19,Lower Shabelle,baraawe,Berkad,Wadajir ,15.0,Community_,19/04/2022,1.1113876,44.0269073,,yes,Yes,,Somalia Water and Land Information Management,19-Apr-22,Good interview 
BHTGBC009,Borehole,Somaliland_MoWRD,2019-11-03,Togdheer,Burco,Malow farm borehole,Burco,15.0,Private,03-11-15,9.527,45.4145,19,Yes,Yes,,CARE Somalia,,
BHHRBE032,Borehole,ADRA,2004-06-23,Hiraan,Belet Weyne,Matabani BH,Matabani  Town,,Government of Somalia,,5.2022,45.5247,,Yes,No,,ADRA - Adventist Development Relief Agency,,2000-01-01
BHGLDH045,Borehole,FGS_MoEWR,2019-09-15,Galgaduud,Dhusa Marreb,Godinlabe one,Godinlabe1,3.0,Former Somali Government,10-05-77,5.8744,46.6313,3.2,Yes,Yes,,Community,"Changing Casin 
Construction of water tank",1992-07-10
BHGLDH049,Borehole,SWALIM_GSA,2018-04-01,Galgaduud,Dhusa Marreb,Gadoon BH,Mareerguur,,Former Somali Government,04-09-86,5.6951,46.6729,,Yes,Yes,,GSA - General Service Agency,Water tank construction,2009-01-01
BHGLDH050,Borehole,SWALIM_GSA,2016-02-08,Galgaduud,Dhusa Marreb,Gadoon BH,Gadoon,,GTZ - German Agency for Technical Assistance,04-09-86,5.6952,46.673,,Yes,Yes,,GSA - General Service Agency,"Constructed Water tank,   provided pump ,generator",2009-01-01
BHWGGE019,Borehole,SWALIM_WSIS,2008-06-04,Woqooyi Galbeed,Gebiley,Jameeco BH2,gebiley,,,24-01-05,9.6795,43.6459,,Yes,Yes,,Farjanno,,
BHGLDH053,Borehole,SWALIM_GSA,2016-02-01,Galgaduud,Dhusa Marreb,Cadakibir BH,Caadokibir,,,01-02-14,5.7264,46.9591,,Yes,Yes,,,,
BHGLDH054,Borehole,SWALIM_GSA,2018-04-01,Galgaduud,Dhusa Marreb,Cadikibir BH1,Baxdo,,ICRC - International Committee of The Red Cross,11-02-13,5.7264,46.9592,,Yes,Yes,,ICRC - International Committee of The Red Cross/NRC - Norwegian Refugee Council,Generator supply,2016-01-01
BHGLDH055,Borehole,SWALIM_GSA,2018-04-01,Galgaduud,Dhusa Marreb,Marsamege BH,Baxdo,,Private,01-01-15,5.6271,47.3951,,No,No,Water Qlty,CPD,fuel supply,2016-01-01
BHGLDH056,Borehole,SWALIM_GSA,2016-01-31,Galgaduud,Dhusa Marreb,Marsamaged,Baxda,,,31-12-15,5.6273,47.3953,,Yes,Yes,,,,
BHGLDH057,Borehole,SWALIM_GSA,2018-04-01,Galgaduud,Dhusa Marreb,Galaxagarre BH,Seego,,Darul-bir,01-01-18,5.5221,47.485,,Yes,Yes,,UNISOM,,
BHGLDH058,Borehole,YME_GSA,2013-06-30,Galgaduud,Dhusa Marreb,Wakalada,Wakalada,,,,5.5376,46.3867,,,,,,,
DWNGEY028,Dug Well,SWALIM_HGS,2012-01-21,Nugaal,Eyl,Bedey/EYW027,,,,,7.96528,49.84858,,,Yes,,,,2000-05-15
BHHRBU005,Borehole,ADRA,2004-06-10,Hiraan,Bulo Barde,Bulo Burti BH 1,Bulo Buti Town,,ADRA - Adventist Development Relief Agency,,3.8356,45.5383,,Yes,Yes,,,,1998-01-01
DWSLTA036,Dug Well,SWALIM_WSIS,2008-07-13,Sool,Taleex,Yabaayil 4,Timir,,,,8.9941,48.8926,,Yes,Yes,,,,
BHHRBE030,Borehole,FGS_MoEWR,2019-09-20,Hiraan,Belet Weyne,Gidijir,Gedijir,2.0,Kuwait Government,26-07-13,5.4415,45.5154,3.2,Yes,Yes,,WARDI,Water tank,2015-09-20
DWAWZE007,Dug Well,SWALIM_WSIS,2008-05-17,Awdal,Zeylac,Habaas,Cabdi Qaabir,,UNICEF - United Nations Children's Fund, 1/22/2003,10.4319,42.8116,,Yes,Yes,,,,
BHHRBE031,Borehole,FGS_MoEWR,2019-09-20,Hiraan,Belet Weyne,Matabaan,Matabaan,1.0,FGS MoEWR - Ministry of Energy and Water Resources,26-04-90,5.2013,45.5236,4.3,Yes,Yes,,ADRA - Adventist Development Relief Agency,Store water Tank,2000-10-21
BHHRBE033,Borehole,FGS_MoEWR,2019-09-24,Hiraan,Belet Weyne,Hees,Hees,0.6,CDO - Somalia,15-09-14,4.8182,45.5394,4.3,Yes,Yes,,,3 kiosks,2018-07-19
BHHRBE034,Borehole,FGS_MoEWR,2019-09-20,Hiraan,Belet Weyne,Qod-Qod,QodQod,2.0,ISRC - Islamic Relief Committee,22-07-17,5.0824,45.6853,4.3,Yes,Yes,,International Committee of The Red Cross,Construction of Water Tank,2008-09-06
BHHRBE035,Borehole,FGS_MoEWR,2019-09-24,Hiraan,Belet Weyne,Teedaan,Teedaan,0.5,Zamzam Foundation,14-08-14,4.6276,45.7798,4.3,Yes,Yes,,,,
BHSNCR103,Borehole,SWALIM_HGS,2012-01-21,Sanaag,Ceerigaabo,Eubbee,Hadaftimo,28.0,,,10.748277,47.923333,,,Yes,,UNICEF - United Nations Children's Fund,,2010-02-11
BHHRBE036,Borehole,SWALIM_GSA,2018-04-01,Hiraan,Belet Weyne,Qorax BH,Dhagaxyaale,,Zamzam Foundation,01-01-12,4.9644,45.9398,,Yes,Yes,,GSA - General Service Agency,Full rehabilitation,2018-01-01
BHHRBE037,Borehole,ADRA,2004-06-10,Hiraan,Belet Weyne,Mahas BH,Mahas  Village,,Government of Somalia,,4.4458,46.0975,,Yes,Yes,,ADRA - Adventist Development Relief Agency,,1998-01-01
BHHRBE038,Borehole,YME_GSA,2012-05-31,Hiraan,Belet Weyne,Farlibaax,Farlibaax,,,,4.8746,44.8687,,,,,S/N/N,,
BHHRBE039,Borehole,YME_GSA,2011-12-01,Hiraan,Belet Weyne,Geeri Jir,Geeri Jir,,,,5.4363,45.516,,,,,,,
BHHRBE040,Borehole,YME_GSA,2010-12-01,Hiraan,Belet Weyne,Qod Qod,Qod Qod,,,,5.0819,45.6821,,,,,,,
BHHRBU002,Borehole,WARDI,2011-11-06,Hiraan,Bulo Barde,Buqaqable bh,Dabayoodle,,World Assembly of Muslim Youth,06-02-07,4.0567,45.4663,,Yes,Yes,,TASS - Tadamun Social Society/CARE Somalia,,2011-10-06
BHHRBU003,Borehole,ADRA,2004-06-11,Hiraan,Bulo Barde,Dabad Yoodle,Dabad Yoodle Village,,Government of Somalia,01-01-84,4.0603,45.4667,,,Yes,,ADRA - Adventist Development Relief Agency,,1998-01-01
BHHRBU004,Borehole,ADRA,2004-01-06,Hiraan,Bulo Barde,Hospital BH,Bulo Burti Town,,,,3.8356,45.5356,,Yes,Yes,,ADRA - Adventist Development Relief Agency,,1998-01-01
BHWGHA016,Borehole,Somaliland_MoWR,2014-01-22,Woqooyi Galbeed,Hargeisa,Kalqoray BH8,Geed deeble,,Chinese Government,01-06-70,9.7691,43.9645,,Yes,Yes,,,,
BHSNLA003,Borehole,Somaliland_MoWRD,2019-10-26,Sanaag,Laasqoray,Qorof BH,Badhan,10.0,ISRC - Islamic Relief Committee,22-09-14,10.7054,48.4147,4.3,No,Yes,,,,
BHLSAF003,Borehole,FGS_MoEWR,2019-10-16,Lower Shabelle,Afgooye,Muuri,War Maxan,0.7,Government of Somalia,21-09-71,2.3789,45.0243,,No,No,The pump is stopped,International Committee of The Red Cross,Water tank motor stores pump,2003-06-17
DWAWBA007,Dug Well,SWALIM Archives,2005-04-29,Awdal,Baki,BGWW45,,0.8,Community,23-06-05,10.0347,43.3517,,Yes,Yes,,,,
BHLSAF004,Borehole,SWALIM_GSA,2017-12-16,Lower Shabelle,Afgooye,Hayat BH,Siinkadheer,,,01-01-06,2.0351,45.0368,,,Yes,,ICRC - International Committee of The Red Cross,,
BHLSAF009,Borehole,SWALIM_GSA,2018-06-06,Lower Shabelle,Afgooye,Elasha biyaha32,Siinkadheer,,GTZ - German Agency for Technical Assistance,01-01-79,2.3229,45.1112,,Yes,No,,ADRA - Adventist Development Relief Agency,,
DWGLDH026,Dug Well,SWALIM_WSIS,2009-07-29,Galgaduud,Dhusa Marreb,Caasha Dhorre,Waberi,,,,5.5326,46.3845,,Yes,Yes,,,,
BHSNCR098,Borehole,SWALIM_HGS,2012-02-17,Sanaag,Ceerigaabo,Ceerigaabo/CEEB018,,,,,10.624305,47.342527,,,No,,,,
BHLSAF010,Borehole,SWALIM_GSA,2017-12-17,Lower Shabelle,Afgooye,Hambalyo BH,Ifiyoakhiro,,,01-01-14,2.1286,45.1152,,,Yes,,Private,Elevated water tank cons and pump supply,
BHTGBC117,Borehole,Somaliland_MoWR,2014-01-05,Togdheer,Burco,Abdi Ali,Aden Suleiman,,Abdi Ali (owner),01-01-85,9.5198,45.5707,,Yes,Yes,,,Pipes Replacement,2013-02-01
BHLSAF011,Borehole,SWALIM_GSA,2018-06-06,Lower Shabelle,Afgooye,Hero Kacaan BH1,Hawa taako,,Qatar charity,01-01-18,2.1426,45.1194,,Yes,Yes,,,,
BHLSAF012,Borehole,SWALIM_GSA,2017-12-17,Lower Shabelle,Afgooye,Tadamun BH1,Ifiyoakhiro,,,01-01-11,2.1282,45.1194,,,Yes,,Community,"Gipipes, Generator, caples, elevated water tanks",
BHLSAF013,Borehole,SWALIM_GSA,2018-06-06,Lower Shabelle,Afgooye,Hero Kacaan BH2,Hawa taako,,Former Somali Government,01-01-70,2.1425,45.1196,,Yes,No,,ICRC - International Committee of The Red Cross,General rehabilitation,2003-01-01
BHLSAF014,Borehole,SWALIM_GSA,2017-12-17,Lower Shabelle,Afgooye,Bookow BH,Hawa taako,,,01-01-11,2.1543,45.1199,,,Yes,,private,GI pipes replacement only,2018-01-01
BHWGHA175,Borehole,SWALIM_HGS,2011-12-31,Woqooyi Galbeed,,Waalid xoor,waalid xoor,7.8,,,9.38698,43.51351,,,Yes,,,,2008-10-15
BHLSAF015,Borehole,SWALIM_GSA,2017-12-17,Lower Shabelle,Afgooye,Danab BH,Hawa taako,,,01-01-07,2.1431,45.1277,,,Yes,,Hijra,"Generator, piplines replacement, pump rep, fencing, elevated water tank",
BHLSAF016,Borehole,SWALIM_GSA,2017-12-17,Lower Shabelle,Afgooye,Tadamun BH2,Ifiyoakhiro,,,01-01-16,2.1288,45.1287,,,Yes,,Community,"Gipipes, Generator, caples, elevated water tanks",
BHLSAF017,Borehole,SWALIM_GSA,2018-01-03,Lower Shabelle,Afgooye,Maagle BH,Maagle,,,,2.2376,45.1398,,,Yes,,,,
SPAWBA007,Spring,SWALIM_WSIS,2008-05-30,Awdal,Baki,Nidiq,Qabuurta,,,,10.0489,43.4948,,No,Yes,,,,
DWGDLU057,Dug Well,SWALIM Archives,2004-08-01,Gedo,Luuq,Kiyeer,,1.0,Community,19-04-05,3.979,42.7328,,Yes,No,,CARE,,
BHLSAF019,Borehole,SWALIM_GSA,2018-06-06,Lower Shabelle,Afgooye,Daaqa qaranka,Carbiska,,Former Somali Government,01-01-76,2.1071,45.1516,,Yes,Yes,,NRC - Norwegian Refugee Council,,
BHTGBC044,Borehole,Somaliland_MoWR,2014-01-06,Togdheer,Burco,Omer Ismail,Odwayne Check Point,,Omer Ismail (Owner),01-05-11,9.5063,45.5065,,Yes,No,,,,
BHSNCR089,Borehole,Somaliland_MoWRD,2019-10-24,Sanaag,Ceerigaabo,HABARSHIRO BOREHOLE,Habarshiro village,1.0,Kuwait Government,21-01-15,10.2497,48.5116,4.3,No,Yes,,Somaliland MoWRD - Ministry of Water Resources Development,Replaced of pump and risen pipe generator and cable,2018-09-15
DWAWBO058,Dug Well,SWALIM_WSIS,2008-05-31,Awdal,Borama,Laas Dhuure Dug Well,Xeego Town,,, 1/24/2002,10.0821,43.2598,,,Abandoned,,,,
DMGDBA018,Dam,SWALIM_WSIS,2009-09-30,Gedo,Baardheere,Garuun,Garuun,,,,2.2292,42.34,,Yes,Yes,,,,
BHSNCR093,Borehole,SWALIM_HGS,2012-02-14,Sanaag,Ceerigaabo,Caduur/CEEB013,,,,,10.624111,47.374694,,,Yes,,,,
BHSNCR094,Borehole,SWALIM_HGS,2012-01-16,Sanaag,Ceerigaabo,CEEB001D,,,,,9.55936,48.4902,,,Yes,,,,1986-07-29
DWGLDH027,Dug Well,SWALIM_WSIS,2009-07-29,Galgaduud,Dhusa Marreb,Ceel Faatax,Horseed,,,,5.533,46.3885,,Yes,Yes,,,,
BHSNCR104,Borehole,SWALIM_HGS,2012-01-22,Sanaag,Ceerigaabo,Hadaftimo,Badhan,22.0,,,10.743333,48.11,,,Yes,,SC-UK - Save the Children UK,Tank and store room,2013-06-01
BHSNCR105,Borehole,SWALIM_HGS,2012-02-17,Sanaag,Ceerigaabo,Karin/CEEB016,,,,,10.652166,47.347361,,,No,,,,
BHSNCR106,Borehole,SWALIM_HGS,2012-02-17,Sanaag,Ceerigaabo,Karin/CEEB017,,,,,10.646944,47.343166,,,Yes,,EDGS,,
BHSNCR107,Borehole,SWALIM_HGS,2012-02-21,Sanaag,Ceerigaabo,Tuula Dacar/CEEB019B,,,,,10.60175,47.338305,,,No,,,,
BHSNCR108,Borehole,SWALIM_HGS,2012-01-19,Sanaag,Ceerigaabo,Xin-Galool,,,,,9.7531,48.3131,,,Yes,,Chinese Embassy,,1985-10-29
BHSNLA001,Borehole,Puntland_PSAWEN,2014-01-16,Sanaag,Laasqoray,Waciye BH1,Waaciye,,UNDP - United Nations Development Programme,01-06-07,10.0226,49.039,,Yes,Yes,,,,
DMBYQA010,Dam,SWALIM_WSIS,2009-10-26,Bay,Qansax Dheere,Buuran,Jeer Bamba,,,,2.8541,42.8636,,Yes,Yes,,,,
BHTGBC008,Borehole,Somaliland_MoWRD,2019-11-03,Togdheer,Burco,UAE borehole,Burco,0.0,Private,03-11-16,9.5199,45.413,19,No,No,Casing and pupm problem,,,
BHTGBC130,Borehole,SWALIM_WSIS,2008-06-19,Togdheer,Burco,Balli Hule Test Well,Balli Hule,,,,9.1852,45.5823,,,No,,ADRA - Adventist Development Relief Agency,,
BHTGBC010,Borehole,Somaliland_MoWRD,2019-11-03,Togdheer,Burco,Jama Borehole,Burco,9.0,Private,30-09-19,9.5227,45.4173,19,Yes,No,This is new still they not installed the pumb,Community,,
BHWGGE040,Borehole,SWALIM Archives,1982-09-27,Woqooyi Galbeed,Gebiley,CNJ 2/3,,,,,9.9417,43.8847,,,,,COOPI - Cooperazione Internazionale,,
BHTGOD016,Borehole,Somaliland_MoWRD,2019-10-29,Togdheer,Owdweyne,Dubur borehole 8,Dubur,0.0,Private,29-10-17,9.862,45.2449,4.7,Yes,Yes,,,,
BHSNLA002,Borehole,Somaliland_MoWRD,2019-10-28,Sanaag,Laasqoray,Laasqoray Borehole,Lasqoray,5.0,IR - Islamic Relief,25-07-17,11.1799,48.2424,3.2,No,Yes,,,,
BHTGBC028,Borehole,Somaliland_MoWR,2014-01-06,Togdheer,Burco,Xareda Mineral Water Factory,Xareda Mineral Water Factory Area,,Xareda Mineral Water Factory,01-07-03,9.5075,45.4713,,Yes,Yes,,Xareda Minaral Water Factory,Pump Replacement,2013-11-01
BHTGOD014,Borehole,Somaliland_MoWR,2014-02-02,Togdheer,Owdweyne,Arab BH1,Dubur,,Private,29-10-08,9.8563,45.2429,,Yes,Yes,,,,
BHSNLA004,Borehole,Somaliland_MoWRD,2019-10-26,Sanaag,Laasqoray,Xubeera 1 BH,Badhan,17.0,Somaliland MoWRD - Ministry of Water Resources Development,21-06-14,10.6745,48.4882,4.3,No,No,Since july 2019 pump is not work and generator,,,
BHTGBC129,Borehole,Somaliland_MoWR,2014-01-03,Togdheer,Burco,Bile,Aden Suleiman,,UAERC - United Arab Emirates Red Crescent,01-05-12,9.5182,45.5777,,Yes,Yes,,,,
BHTGBC006,Borehole,Somaliland_MoWRD,2019-11-03,Togdheer,Burco,Pusture goodness project borehole,Burco,10.0,Private,03-11-19,9.5208,45.4053,4.9,Yes,Yes,,,,2019-11-03
BHSNLA005,Borehole,Somaliland_MoWRD,2019-10-28,Sanaag,Laasqoray,ULXED BOREHOLE,ULXEED,0.5,Qatar Charity,21-02-17,11.1044,48.4938,4.3,No,No,Since October 2018 electric cable between generator and pump 50m,DRC - Danish Refugee Council (Regional Office),,
DWGDLU054,Dug Well,SWALIM Archives,2004-08-01,Gedo,Luuq,Afweyne,,,Community,19-04-05,3.9725,42.7283,,Yes,Yes,,CARE,,
BHTGBC030,Borehole,Somaliland_MoWRD,2019-10-21,Togdheer,Burco,Saleban kulul borehole,Burco,6.0,Somaliland MoWRD - Ministry of Water Resources Development,21-10-15,9.4921,45.4716,4.9,No,No,,,,
BHSNLA006,Borehole,Puntland_PSAWEN,2013-12-29,Sanaag,Laasqoray,Buran BH1,Buran,,Conoco Oil company,01-03-89,10.2111,48.7745,,Yes,Yes,,"PSAWEN - Puntland State Agency for Water, Energy and Natural Resources/NRC - Norwegian Refugee Council",Risinp,2010-08-01
BHSNLA024,Borehole,SWALIM_HGS,2012-01-17,Sanaag,Laasqoray,Dhahar/LAAB001B,,,,,9.74706,48.82439,,,Yes,,UNICEF - United Nations Children's Fund,,2005-06-21
DWAWBA055,Dug Well,SWALIM Archives,2005-04-27,Awdal,Baki,RHSW44,,0.3,Community,09-06-05,9.9511,43.4339,,Yes,Yes,,GAA - German Agro Action,,
BHTGBC118,Borehole,Somaliland_MoWR,2014-01-03,Togdheer,Burco,Plaza BH1,Plaza,,TS - Terra Solidali,01-06-12,9.5113,45.5708,,Yes,No,,Chinese Embassy,,
BHSNLA007,Borehole,Somaliland_MoWRD,2019-10-24,Sanaag,Laasqoray,BURAN BOREHOLE 1,Buraan,2.0,Kanoco USA,19-05-89,10.2112,48.7745,4.3,Yes,Yes,,CARE Somalia,Construction of evelated water tank,2017-12-19
SPAWZE002,Spring,SWALIM_WSIS,2008-05-17,Awdal,Zeylac,Isha Dibiro Weyne,Habaas,,,,10.4182,42.814,,Yes,Yes,,,,
BHSNLA008,Borehole,Puntland_PSAWEN,2013-12-29,Sanaag,Laasqoray,Buran BH2,BURAN,,Al Manhal,01-07-10,10.211,48.7746,,Yes,Yes,,"PSAWEN - Puntland State Agency for Water, Energy and Natural Resources",Rising pipe,2010-06-01
BHSNLA009,Borehole,Somaliland_MoWRD,2019-10-26,Sanaag,Laasqoray,CAWSANE BOREHOLE,Cawsane,6.0,IR - Islamic Relief,11-02-17,10.6342,48.7897,4.3,No,Yes,,,,
BHTGBC121,Borehole,Somaliland_MoWR,2014-01-03,Togdheer,Burco,Sibakhti,Aden Suleiman IDP,,Chinese Government,01-01-84,9.5207,45.5734,,Yes,Yes,,NRC - Norwegian Refugee Council,Pump and Generator installation,2002-01-01
BHSNLA011,Borehole,Somaliland_MoWRD,2019-10-23,Sanaag,Laasqoray,Dhahar borehole 3,Dhahar,0.7,,23-10-19,9.7419,48.8106,4.3,No,No,Since oct 2018 pump is not working,,,
BHSNLA013,Borehole,ICRC,2013-03-10,Sanaag,Laasqoray,Dhahar,Dhahar,,,,9.73563,48.82944,,Yes,Yes,,,,
DWMDGK003,Dug Well,SWALIM_WSIS,2009-07-26,Mudug,Galkacyo,Ceel Dheer 4,Hilmo,,,,6.4076,47.2763,,,Yes,,,,
DWAWBA086,Dug Well,SWALIM_WSIS,2008-11-05,Awdal,Baki,Ceel La Helay 3,Bildhaaley,,,,10.2694,44.0827,,,,,,,
BHSNLA016,Borehole,Somaliland_MoWRD,2019-10-23,Sanaag,Laasqoray,Dhahar BH2,Dhahar,0.1,Qatar Charity,20-06-18,9.748,48.8256,4.3,No,Yes,,,Constructed elevated water 1 kiosk pump and pipe installlation,
BHTGBC046,Borehole,Somaliland_MoWRD,2019-11-03,Togdheer,Burco,Hurre  Borehole,Burco,5.0,Private,03-07-18,9.5964,45.5104,4.9,No,Yes,,,,
BHSNLA017,Borehole,Somaliland_MoWRD,2019-10-23,Sanaag,Laasqoray,Ilma xuseen Aden BH,Dhahar,1.0,Xuseen Aden mohamed,22-07-15,9.7493,48.8317,3.2,No,Yes,,IRC - International Rescue Committee,Supply and installation pump and mator,2017-02-23
BHSNLA018,Borehole,Puntland_PSAWEN,2014-01-09,Sanaag,Laasqoray,Celaayo,Ceelaayo,,Aquaterra,01-06-89,11.186,48.8889,,Yes,No,,WFP - United Nations World Food Programme,,
BHTGBC018,Borehole,Somaliland_MoWR,2014-02-03,Togdheer,Burco,Qoyta,Qoyta,,Flax (Owner),01-04-11,9.6621,45.4506,,Yes,Yes,,Maaxda Mineral Water Co.,,
BHWGGE059,Borehole,Somaliland_MoWR,2014-01-14,Woqooyi Galbeed,Gebiley,Allay Baday,Allaybaday,,IR - Islamic Relief Somalia,01-06-08,9.387,43.5137,,Yes,Yes,,,,
BHSNLA019,Borehole,Somaliland_MoWRD,2019-10-29,Sanaag,Laasqoray,CEELAYO BH,Ceelaayo,5.0,Emirates,25-05-15,11.2238,48.9196,4.3,Yes,Yes,,,,
BHSNLA020,Borehole,Somaliland_MoWRD,2019-10-23,Sanaag,Laasqoray,Kaladhac,Kaladhac,5.0,IR - Islamic Relief,18-12-16,10.0487,48.9363,4.3,No,Yes,,,,
DWAWZE014,Dug Well,Somaliland_MoWRD,2019-12-16,Awdal,Zeylac,Baxarasafka2,Baxarasafka,,Community,,10.5545,42.9087,4.9,no,No,Ongoing,,,
BHSNLA021,Borehole,Puntland_PSAWEN,2013-12-29,Sanaag,Laasqoray,Waciye BH3,Waaciye,,UNDP - United Nations Development Programme,01-05-08,10.0227,49.039,,Yes,Yes,,UNICEF - United Nations Children's Fund,"Genset, water tank, pipelines, kiosks and rooms",2011-07-03
BHTGBC001,Borehole,Somaliland_MoWRD,2019-10-18,Togdheer,Burco,Galooley borehole,Galooley,2.0,Private,18-10-17,9.7881,45.2952,4.9,Yes,No,technical problem and also poor equipment the need emergency Rehabilitation,,,
DWGLDH035,Dug Well,COOPI,2012-12-12,Galgaduud,Dhusa Marreb,Mirig 1,Mareer gur,,Community, 8/14/1978,5.6629,46.4228,,Yes,Yes,,Community,,1978-08-14
BHTGBC032,Borehole,Somaliland_MoWR,2014-01-04,Togdheer,Burco,Burco Water Agency BH9,Berta Laari,,UNICEF - United Nations Children's Fund,01-07-07,9.5381,45.4789,,Yes,Yes,,,,
BHTGBC003,Borehole,Somaliland_MoWRD,2013-10-18,Togdheer,Burco,Abco borehole,Karaksharka,6.0,Private,18-10-16,9.6776,45.3564,4.9,Yes,Yes,,CARE Somalia,,
DWSNCL019,Dug Well,SWALIM_WSIS,2008-05-17,Sanaag,Ceel Afweyn,Ceel Maxamed Dug Well,,,,,9.487,46.8664,,Yes,Yes,,,,
BHTGBC004,Borehole,Somaliland_MoWRD,2019-10-18,Togdheer,Burco,Gadhcase borehole,Karaksharka,10.0,Private,18-10-10,9.6626,45.3612,4.9,Yes,Yes,,,,
,Borehole,FGS Ministry of Energy and Water Resources,,Bay,Baydhaba,Awdiinle BH,Awdiinle,,,1/5/2005,3.1706,43.4096,,Yes,Yes,,,,
BHTGBC005,Borehole,Somaliland_MoWRD,2019-10-18,Togdheer,Burco,Ilma ciise Borehole,Karaksharka,6.0,Private,18-10-16,9.6851,45.376,4.9,Yes,Yes,,,,
