code,water_source_type,inspecting_agency,inspection_date,region,district,source_name,nearest_settlement_name,distance_to_settlement,establishing_agency,date_source_established,latitude,longitude,gps_precision,permanent,functioning,reason_for_non_functioning,last_intervention_agency,last_intervention_description,last_intervention_date
BHWGHA128,Borehole,Somaliland_MoWR,2014-01-20,Woqooyi Galbeed,Hargeisa,Xunbo Weyne community BH,Xunboweyne,,Kuwait Government,01-06-07,9.8082,44.278,,No,No,,IR - Islamic Relief Somalia,Full Rehabilitation and Solar pump installation,2012-07-04
BHWGHA129,Borehole,Somaliland_MoWRD,2019-10-04,Woqooyi Galbeed,Hargeisa,Rabley BH1,Rablay,,Private,23-10-04,9.7368,44.2799,4.9,No,Abandoned,There's is no generator,,,
BHWGHA130,Borehole,Somaliland_MoWR,2013-12-31,Woqooyi Galbeed,Hargeisa,Idris Farm,Jaleelo,,Private,01-06-08,9.7606,44.2831,,Yes,Yes,,,,
BHWGHA166,Borehole,SWALIM_HGS,2011-12-20,Woqooyi Galbeed,Hargeisa,qoolcaday,,20.0,,,9.0882,44.19168,,,No,,,,
BHWGHA132,Borehole,Somaliland_MoWR,2014-01-19,Woqooyi Galbeed,Hargeisa,Cabdilaahi Xirsi Farm,Jaleelo,,Private,01-06-11,9.7606,44.2847,,Yes,Yes,,,,
BHWGHA133,Borehole,Somaliland_MoWR,2014-01-20,Woqooyi Galbeed,Hargeisa,Xunboweyne BH8,Xunboweyne,,SCRS Abu DUBAI,01-06-12,9.8082,44.2861,,No,Yes,,,,
BHWGHA134,Borehole,Somaliland_MoWRD,2019-10-04,Woqooyi Galbeed,Hargeisa,Rablaybh2,Rablay,,Community,04-10-19,9.7216,44.2892,4.9,Yes,Abandoned,Dry the problem is geophysical study,,,
DWBKXU001,Dug Well,SWALIM_WSIS,2009-07-30,Bakool,Xudur,Hassan Suubow,,,,,4.1875,43.5682,,Yes,Yes,,,,
BHWGHA135,Borehole,Somaliland_MoWRD,2019-10-04,Woqooyi Galbeed,Hargeisa,Xunbawaynebh6,Xunbawaynebh,45.0,SRCS - Somali Red Crescent Society,27-10-15,9.8133,44.2904,4.9,No,Abandoned,,,,
BHWGHA136,Borehole,Somaliland_MoWR,2014-01-20,Woqooyi Galbeed,Hargeisa,Xunboweyne BH5,Xumboweyne,,SCRS Abu DUBAI,01-06-12,9.8168,44.2906,,No,No,,,,
BHWGHA137,Borehole,Somaliland_MoWR,2014-01-20,Woqooyi Galbeed,Hargeisa,Xunboweyne BH7,Xunboweyne,,SCRS Abu DUBAI,01-06-12,9.8147,44.2907,,No,No,,,,
BHWGHA138,Borehole,Somaliland_MoWR,2014-01-20,Woqooyi Galbeed,Hargeisa,Xunboweyne BH3,Xumboweyne,,SCRS Abu DUBAI,01-06-12,9.8132,44.2911,,No,No,,,,
BHWGHA139,Borehole,Somaliland_MoWR,2014-01-20,Woqooyi Galbeed,Hargeisa,Xunboweyne BH4,Xunboweyne,,SCRS Abu DUBAI,01-06-12,9.8184,44.2914,,No,No,,,,
DWBRBO045,Dug Well,SWALIM_WSIS,2008-05-31,Bari,Bossaso,Yusuf Gold,Rixiis,,,,11.2887,49.1949,,,Yes,,,,
DWBRBA012,Dug Well,SWALIM_HGS,2012-02-21,Bari,Bandar Beyla,Dhuur/DHUW068,,,,,9.24739,50.60849,,,Yes,,,,2000-03-01
BHWGHA143,Borehole,Somaliland_MoWRD,2019-10-04,Woqooyi Galbeed,Hargeisa,Jaleelo,Jaleelo,3.0,European Union,05-10-09,9.7663,44.292,4.9,Yes,Yes,,,,
BHWGHA144,Borehole,Somaliland_MoWR,2014-01-19,Woqooyi Galbeed,Hargeisa,Jelaalo Community,Jaleelo,,SRCS - Somali Red Crescent Society,01-11-09,9.7661,44.2921,,Yes,Yes,,,,
DMWGGE014,Dam,SWALIM_WSIS,2008-09-06,Woqooyi Galbeed,Gebiley,Gucun Dhaale,Taysa,,,,9.5817,43.6521,,No,Yes,,,,
DWBRBA016,Dug Well,SWALIM_HGS,2012-02-19,Bari,Bandar Beyla,Bandarbayla/BAW065,,,,,9.4964,50.81182,,,Yes,,,,2006-11-14
DWBKXU039,Dug Well,SWALIM_GSA,2017-05-20,Bakool,Xudur,Kawaan Ka Dha,Kawaan Ka Dha,,Private,,4.2292,44.0227,,,Yes,,,,
DWBKXU042,Dug Well,SWALIM_WSIS,2009-08-03,Bakool,Xudur,Yookooye,,,, 1/23/2008,4.0208,44.1591,,Yes,No,,GTZ - German Agency for Technical Assistance,,2008-01-23
BHSLCA015,Borehole,Somaliland_MoWR,2014-01-28,Sool,Caynabo,Oog,Oog,,Chinese Government,01-06-86,8.9272,46.6188,,Yes,Yes,,Oxfam Novib,Construction of water points,2017-10-06
DWBKWA096,Dug Well,SWALIM Archives,2004-06-01,Bakool,Waajid,Madkor mursal,,8.0,Community,20-06-05,4.054,43.2542,,Yes,Yes,,Community,,
DWBKWA097,Dug Well,SWALIM Archives,2004-05-03,Bakool,Waajid,Ahmed mad askarow,,3.0,Community,,4.1216,43.2634,,No,No,,,,
DWBKWA098,Dug Well,SWALIM Archives,2004-05-31,Bakool,Waajid,warlowiiley,,2.0,,02-06-05,4.1186,43.2647,,No,Yes,,,,2005-06-25
DWBKWA099,Dug Well,SWALIM Archives,2004-05-30,Bakool,Waajid,war Dhujiile,,,,07-04-05,4.09807,43.2683,,No,Yes,,,,2005-06-25
DWBKWA100,Dug Well,SWALIM Archives,2004-10-10,Bakool,Waajid,War Dhumiile,,15.0,,07-06-05,4.2143,43.2775,,No,Yes,,,,2005-06-23
DWBKWA101,Dug Well,SWALIM Archives,2004-06-13,Bakool,Waajid,War gaduudo,,12.0,,15-04-05,4.0428,43.2848,,Yes,Yes,,,,2005-06-26
DWBKWA102,Dug Well,SWALIM Archives,2004-05-03,Bakool,Waajid,Lowiiley 1,,8.0,,,3.99534,43.3095,,No,Yes,,,,
DWBKWA104,Dug Well,SWALIM Archives,2004-06-15,Bakool,Waajid,War Bakole,,15.0,,07-05-05,4.1389,43.3226,,No,No,,,,2005-06-25
DWBKWA105,Dug Well,SWALIM Archives,2004-06-13,Bakool,Waajid,Dhifir,,25.0,,27-04-05,4.0881,43.3302,,No,Yes,,,,2005-06-23
DWBKWA106,Dug Well,SWALIM Archives,2004-06-14,Bakool,Waajid,Moosin,,20.0,,15-05-05,4.0402,43.3414,,No,Yes,,,,2005-06-26
DWBKWA107,Dug Well,SWALIM Archives,2004-06-14,Bakool,Waajid,Dhayaal,,23.0,,12-04-05,4.066,43.3422,,Yes,Yes,,,,2005-06-26
DWBKWA108,Dug Well,SWALIM Archives,2004-06-13,Bakool,Waajid,Beriyow,,23.0,,18-04-05,4.2065,43.3434,,No,Yes,,,,2005-06-23
DWBKWA109,Dug Well,SWALIM Archives,2004-06-13,Bakool,Waajid,War towsiile,,15.0,,02-06-05,4.0193,43.3459,,No,Yes,,,,2005-06-26
DWBRCA028,Dug Well,SWALIM_WSIS,2008-06-12,Bari,Caluula,Cali Faarax Tooxin,Tooxin,,,,11.7505,51.2557,,,,,,,
DWBKXU002,Dug Well,SWALIM_WSIS,2009-08-01,Bakool,Xudur,Ceel La Haley2,,,, 1/23/1971,4.1458,43.6591,,Yes,Yes,,UNICEF - United Nations Children's Fund,,2004-01-23
DWBKXU003,Dug Well,SWALIM_GSA,2017-05-20,Bakool,Xudur,Moro Gaaby,Moro Gaaby,,Private,,4.1875,43.6591,,,Yes,,,,
DWBKXU006,Dug Well,SWALIM_WSIS,2009-08-06,Bakool,Xudur,Luku Guurow,,,, 1/23/1970,4.1042,43.75,,Yes,Yes,,ADRA - Adventist Development Relief Agency,,2005-01-23
DWBKXU007,Dug Well,SWALIM_GSA,2017-05-20,Bakool,Xudur,Waney,Waney,,Private,,4.0625,43.7955,,,Yes,,,,
DWBRBA013,Dug Well,SWALIM_HGS,2012-02-21,Bari,Bandar Beyla,Dhuur/DHUW069,,,,,9.24767,50.60836,,,,,,,2011-11-06
DWBKXU009,Dug Well,FGS_MoEWR,2019-09-23,Bakool,Xudur,Ceel Adow,usbo Elo,,Community, 1/15/2014,4.1225,43.8083,4,yes,Yes,,Action Internationale Centre La Fairm,Three troughs,2019-09-01
DWBKXU010,Dug Well,FGS_MoEWR,2019-09-23,Bakool,Xudur,Kulanta,Edayin,,Community, 2/18/2013,4.1247,43.8113,3.8,yes,Yes,,Action Internationale Centre La Fairm,3 troughs,2019-08-18
DWBKXU011,Dug Well,SWALIM_GSA,2018-06-06,Bakool,Xudur,Usboeelow SH,Xudur,,Community,02-07-05,4.1218,43.8192,,Yes,Yes,,,,
DWBKXU012,Dug Well,BRCiS,2017-06-01,Bakool,Xudur,Weerow/ Hudur,Weerow/ Hudur,,,,4.1692,43.8343,,,,,,,
DWBKXU037,Dug Well,SWALIM_WSIS,2009-08-02,Bakool,Xudur,Baari,,,, 1/23/1985,4.0625,43.9773,,Yes,Yes,,,,
DWBKXU045,Dug Well,SWALIM_GSA,2018-06-06,Bakool,Xudur,Amaari,Xudur,,,10-05-05,4.1145,43.1892,,Yes,Yes,,,,
DWBKYE001,Dug Well,SWALIM_GSA,2017-05-14,Bakool,Yeed,Washaqa SH,Washaqa,,Community,27-05-05,4.3149,43.0721,,Yes,Yes,,,,
DWBKYE002,Dug Well,SWALIM_WSIS,2009-08-18,Bakool,Yeed,Tereegoy,,,, 1/24/1976,3.9792,43.1136,,Yes,Yes,,ADRA - Adventist Development Relief Agency,,2004-01-24
DWBKYE003,Dug Well,SWALIM_GSA,2017-05-13,Bakool,Yeed,Quracla SH,Quracla,,Community,25-06-05,4.3539,43.1219,,Yes,Yes,,,,
DWBKYE004,Dug Well,SWALIM_WSIS,2009-08-18,Bakool,Yeed,Doonkaa Madi,,,,,3.9792,43.1591,,Yes,Yes,,,,
BHWGHA157,Borehole,SWALIM_HGS,2011-12-22,Woqooyi Galbeed,Hargeisa,gubadle,,,,,9.02416,43.97745,,,,,CESVI,,
DWBKYE005,Dug Well,SWALIM_GSA,2017-05-13,Bakool,Yeed,Iskari SH,Iskari,,Community,21-06-05,4.405,43.1759,,No,Yes,,,,
DWBKYE006,Dug Well,SWALIM_GSA,2017-05-13,Bakool,Yeed,Lahelow SH,Lahelow,,Community,22-06-05,4.4172,43.2028,,Yes,Yes,,,,
DWBKYE007,Dug Well,SWALIM_GSA,2017-05-13,Bakool,Yeed,Imilow SH,Imilow,,Community,24-06-05,4.3379,43.2248,,Yes,Yes,,,,
DWBRBA005,Dug Well,SWALIM_WSIS,2008-07-02,Bari,Bandar Beyla,Qoton,Bander Bayle,,,,9.5945,50.4709,,Yes,Yes,,,,
DWBRBA006,Dug Well,SWALIM_WSIS,2008-06-30,Bari,Bandar Beyla,Biyo Gaduud,Xiriiro,,,,9.8132,50.5923,,Yes,Yes,,,,
DWBRBA007,Dug Well,SWALIM_WSIS,2008-07-07,Bari,Bandar Beyla,Dhuur Kore,Dhuur Hoose,,,,9.239,50.5899,,Yes,Yes,,,,
DWBRBA008,Dug Well,SWALIM_WSIS,2008-07-10,Bari,Bandar Beyla,Dhuur Hoose,Dhuur Hoose,,,,9.2443,50.6021,,Yes,Yes,,,,
DWBRBA009,Dug Well,SWALIM_HGS,2012-02-21,Bari,Bandar Beyla,Dhuur 2,,,,,9.2477,50.6084,,,,,,,2011-11-06
DWBRBA010,Dug Well,SWALIM_HGS,2012-02-21,Bari,Bandar Beyla,Dhuur 1,,,,,9.2474,50.6085,,,Yes,,,,2000-03-01
DWBRBA014,Dug Well,SWALIM_HGS,2012-02-19,Bari,Bandar Beyla,Bandarbayla 1,,,,,9.4964,50.8118,,,Yes,,,,2006-11-14
DWBRBA015,Dug Well,SWALIM_HGS,2012-02-19,Bari,Bandar Beyla,Bandarbayla 2,,,,,9.4973,50.8127,,,Yes,,,,1998-03-01
BHWGHA145,Borehole,Somaliland_MoWR,2014-01-20,Woqooyi Galbeed,Hargeisa,Xunboweyne BH1,Xunboweyne,,SCRS Abu DUBAI,01-06-12,9.8114,44.2927,,No,No,,ICRC Abu dhabi,,
BHWGHA146,Borehole,Somaliland_MoWRD,2019-10-03,Woqooyi Galbeed,Hargeisa,Abyanbh,Awbarkhadle,1.0,Private,03-10-02,9.6874,44.2999,4.9,No,Abandoned,The factory was stoped,,,
DWAWBO004,Dug Well,SWALIM_WSIS,2008-05-17,Awdal,Borama,Xariirad,Habaas,,,,10.3269,42.8413,,Yes,Yes,,,,
DWAWBO044,Dug Well,SWALIM_WSIS,2008-05-26,Awdal,Borama,Laasdhiig 2,Boorame,,GRC - Germany Red Cross, 1/21/2007,9.9765,43.2142,,Yes,Yes,,,,
BHWGHA147,Borehole,Somaliland_MoWR,2014-02-04,Woqooyi Galbeed,Hargeisa,Abyan BH2,Aw Barkhadle,,,,9.6837,44.3005,,Yes,Yes,,,,
DWAWBA030,Dug Well,SWALIM_WSIS,2008-06-01,Awdal,Baki,Xoorey 1,Xoorey,,,,10.1787,43.3688,,Yes,Yes,,,,
DWTGSH025,Dug Well,SWALIM_WSIS,2008-06-19,Togdheer,Sheikh,Tuulo Dhibiyo Dug Well,,,,,10.0645,45.296,,,,,,,
BHWGHA148,Borehole,Somaliland_MoWRD,2019-10-03,Woqooyi Galbeed,Hargeisa,Afdiinlebh,Awbarkhadle,,Private,11-03-18,9.7158,44.3145,4.9,Yes,Yes,,,,
BHWGHA149,Borehole,Somaliland_MoWR,2014-02-04,Woqooyi Galbeed,Hargeisa,Daguu BH1,Daguu,,IR - Islamic Relief Somalia,01-06-07,9.7784,44.3479,,Yes,Yes,,ICRC Abu dhabi,Changed to solar system,2013-07-05
DWBRCA020,Dug Well,SWALIM_WSIS,2008-06-17,Bari,Caluula,Dhamasgoy,Cadayaro,,,,11.5101,51.096,,Yes,Yes,,,,
BHWGHA150,Borehole,Somaliland_MoWR,2014-02-04,Woqooyi Galbeed,Hargeisa,Mustafe Cumar,Daguu,,ICRC - International Committee of The Red Cross,01-06-13,9.7715,44.3572,,Yes,Yes,,SC-UK - Save the Children UK,,
DWAWBO066,Dug Well,SWALIM_WSIS,2008-06-17,Awdal,Borama,Cad Cad 4,Jaaraa Horoto,,,,9.8634,43.3265,,Yes,Yes,,,,
BHWGHA151,Borehole,Somaliland_MoWR,2014-01-28,Woqooyi Galbeed,Hargeisa,Bandarwanaag,Bandarwanaag,,Former Somali Government,01-06-83,9.5985,44.392,,Yes,Yes,,NIS foundation,,
BHWGHA152,Borehole,Somaliland_MoWRD,2019-10-12,Woqooyi Galbeed,Hargeisa,Badarwanagbh,Banadarwanag,,Private,12-11-09,9.5987,44.3927,4.7,Yes,Abandoned,Without generator and pump,,,
BHWGHA153,Borehole,SWALIM_HGS,2011-12-26,Woqooyi Galbeed,Hargeisa,Abaarso,,3.7,,,9.63531,43.88672,,,No,,,,
BHWGHA154,Borehole,SWALIM_HGS,2012-02-05,Woqooyi Galbeed,Hargeisa,Balliga Cas/B-052,,,,,9.79651,44.0937,,,,,,,
BHWGHA156,Borehole,SWALIM_HGS,2011-12-11,Woqooyi Galbeed,Hargeisa,Diinqal,,,,,9.59845,44.39183,,,Yes,,CISP - International Committee for the Development of Peoples,,
BHWGHA158,Borehole,SWALIM_HGS,2011-12-22,Woqooyi Galbeed,Hargeisa,gumar,,1.5,,,9.11757,43.90091,,,No,,KAALO Relief and Development,,
BHWGHA159,Borehole,SWALIM_HGS,2011-12-23,Woqooyi Galbeed,Hargeisa,Habaas weyne,,,,,9.40746,44.03358,,,,,Community,,
BHWGHA160,Borehole,SWALIM_HGS,2012-01-02,Woqooyi Galbeed,Hargeisa,hara cadaad,,,,,9.58604,43.75792,,,,,GTZ - German Agency for Technical Assistance,,
BHWGHA161,Borehole,SWALIM_HGS,2012-02-15,Woqooyi Galbeed,Hargeisa,Jaleelo/B-055,,,,,9.76615,44.2921,,,Yes,,,,
BHWGHA162,Borehole,SWALIM_HGS,2012-02-16,Woqooyi Galbeed,Hargeisa,Jaleelo/B-057,,,,,9.752885,44.27123,,,Yes,,,,
BHWGHA163,Borehole,SWALIM_HGS,2011-12-26,Woqooyi Galbeed,Hargeisa,laan barusayo,,1.6,,,9.63235,43.92558,,,,,UNICEF - United Nations Children's Fund,,
BHWGHA164,Borehole,SWALIM_HGS,2011-12-29,Woqooyi Galbeed,Hargeisa,Makhd,Fara weyne,7.3,,,9.36049,43.61102,,,,,,,
BHWGHA169,Borehole,SWALIM_HGS,2012-02-15,Woqooyi Galbeed,Hargeisa,Xumba Weyne/B-056,,,,,9.80815,44.27808,,,Yes,,,,
DWBRBA017,Dug Well,SWALIM_HGS,2012-02-19,Bari,Bandar Beyla,Bandarbayla/BAW066,,,,,9.49734,50.81272,,,Yes,,,,1998-03-01
DWGLCB007,Dug Well,SWALIM_WSIS,2009-08-03,Galgaduud,Cabudwaaq,Laas Xaadow,Bohol,,,,5.6771,46.2356,,Yes,Yes,,,,
DWAWBA023,Dug Well,SWALIM Archives,2005-03-05,Awdal,Baki,BAGW18,,0.05,Community,12-06-05,10.0194,43.3669,,Yes,Yes,,,,
DWAWBA024,Dug Well,Somaliland_MoWRD,2019-12-14,Awdal,Baki,Dharaar waxar,Dharaar waxar,,Hargeisa Voluntary Youth Committee,12/14/2019,9.8072,43.3682,4.288,yes,Yes,,,,
DWAWBO040,Dug Well,SWALIM_WSIS,2008-05-26,Awdal,Borama,Laasdhiig  6,Boorame,,AFREC - Africa Rescue Committee, 1/22/2007,9.9769,43.2132,,Yes,Yes,,,,
DWAWBA025,Dug Well,SWALIM Archives,2005-04-27,Awdal,Baki,BGMW26,,0.05,Community,16-06-05,10.0181,43.3672,,Yes,Yes,,GAA - German Agro Action,,
DWAWBA026,Dug Well,SWALIM Archives,2005-04-29,Awdal,Baki,BAGW21,,0.02,Community,22-06-05,10.0183,43.3675,,Yes,Yes,,,,
DWAWBA028,Dug Well,SWALIM Archives,2005-04-28,Awdal,Baki,bgmwxx,,0.1,Government,23-06-05,10.0172,43.3686,,Yes,Yes,,,,
DWAWBA029,Dug Well,SWALIM Archives,2005-04-27,Awdal,Baki,BLFW67,,0.07,Community,21-06-05,10.0167,43.3692,,Yes,Yes,,,,
DWAWBA056,Dug Well,SWALIM Archives,2005-04-27,Awdal,Baki,RHSW42,,0.3,Community,21-06-05,9.9522,43.4339,,Yes,Yes,,GAA - German Agro Action,,
DWAWBA031,Dug Well,Somaliland_MoWRD,2019-12-07,Awdal,Baki,Dug Well 2 Baki,Baki,,Other,  6/4/2019,10.0281,43.3707,3.216,yes,Yes,,,,
DWBRIS021,Dug Well,SWALIM_WSIS,2008-06-22,Bari,Iskushuban,Xandhe Baadaanle,Xandhe,,,,10.6965,51.1246,,Yes,Yes,,,,
DWAWBA075,Dug Well,Somaliland_MoWRD,2019-11-28,Awdal,Baki,Hul xudhuunle shellow,Hul xudhuun,,Muslim Aid,11/18/2018,10.3026,43.7546,4.9,no,Abandoned,The foolds,,,
DWAWBA032,Dug Well,Somaliland_MoWRD,2019-12-07,Awdal,Baki,Dug Well 1Baki,Baki,,WV - World Vision,  7/5/1993,10.0268,43.3709,4.288,yes,No,"Since april 2019,this shalow the generator stopped function and also  it has no solar system",,,
DWAWBA033,Dug Well,SWALIM_WSIS,2008-05-29,Awdal,Baki,Baki 1,Baki Town,,COOPI - Cooperazione Internazionale, 1/22/2001,10.0269,43.3709,,Yes,Yes,,,,
DWAWBA035,Dug Well,SWALIM_HGS,2012-01-16,Awdal,Baki,Baki 3,,,,,10.0264,43.3712,,,Yes,,COOPI - Cooperazione Internazionale,,
DWAWBA036,Dug Well,SWALIM_WSIS,2008-05-28,Awdal,Baki,Dhijaamaley,Baki Town,,,,10.0068,43.3829,,Yes,Yes,,,,
DWAWBA037,Dug Well,SWALIM Archives,2005-04-28,Awdal,Baki,BDHW42,,0.3,Community,16-06-05,10,43.3836,,Yes,Yes,,,,
DWAWBA038,Dug Well,SWALIM Archives,2005-04-26,Awdal,Baki,BDHW41,,0.15,Community,23-06-05,10.0006,43.3836,,Yes,Yes,,CARE,,
DWAWBO018,Dug Well,SWALIM_WSIS,2008-05-21,Awdal,Borama,Carro Cad 1,Carro Cad,,,,10.0801,43.0778,,,,,,,
DWAWBA039,Dug Well,SWALIM Archives,2005-04-27,Awdal,Baki,BLFW63,,0.15,Community,07-06-05,10.0022,43.3836,,Yes,Yes,,,,
DWAWBA040,Dug Well,SWALIM Archives,2005-04-28,Awdal,Baki,BLFW60,,0.1,Community,21-06-05,10.0014,43.3842,,Yes,Yes,,,,
DWAWBO016,Dug Well,SWALIM_WSIS,2008-05-21,Awdal,Borama,Buur Galimeys,Qabri Caruureed,,,,10.0232,43.0743,,Yes,Yes,,,,
DWAWBA043,Dug Well,SWALIM Archives,2005-04-27,Awdal,Baki,RADW4,,0.08,Community,29-05-05,9.9844,43.4025,,Yes,Yes,,CARE,,
DWAWBA044,Dug Well,SWALIM_HGS,2012-01-16,Awdal,Baki,Dhuxunka,,,,,9.878,43.4058,,,Yes,,,,1975-11-03
DWAWBA045,Dug Well,SWALIM_WSIS,2008-06-02,Awdal,Baki,Carro Weyne 2,Carro Weyne,,,,10.2806,43.4121,,Yes,Yes,,,,
DWBKCE009,Dug Well,SWALIM_GSA,2017-12-05,Bakool,Ceel Barde,OudheerSH,oowdhere,,Private,08-07-05,4.8235,43.6609,,Yes,Yes,,,,
DWAWBA070,Dug Well,SWALIM_WSIS,2008-05-13,Awdal,Baki,Xuur Dhagaxley,Sheed Dheer,,COOPI - Cooperazione Internazionale, 1/23/2002,10.2485,43.6481,,Yes,Yes,,,,
DWAWBA098,Dug Well,SWALIM_HGS,2012-01-30,Awdal,Baki,Tuurka/W-039,,,,,10.28652,43.72975,,,Yes,,DRC - Danish Refugee Council (Central Somalia),,
DWAWBO042,Dug Well,SWALIM_WSIS,2008-05-26,Awdal,Borama,Laasdhiig 4,Boorame,,GRC - Germany Red Cross, 1/21/2007,9.9769,43.2137,,Yes,Yes,,,,
DWAWBA071,Dug Well,Somaliland_MoWRD,2019-12-01,Awdal,Baki,Osali shellow well,Osali,,ADRA - Adventist Development Relief Agency,12-11-18,10.4297,43.704,4.9,yes,Abandoned,The rains seasons is collabed,,,
DWAWBA072,Dug Well,Somaliland_MoWRD,2019-11-28,Awdal,Baki,Tuurka Dug Well,Tuurka,,WV - World Vision, 6/14/2016,10.2837,43.7287,4.9,yes,Yes,,World Vision,Rehabilitation of pipeline of twon,2018-07-18
DMWGGE033,Dam,SWALIM_WSIS,2008-06-19,Woqooyi Galbeed,Gebiley,Mashruuca 1,Kala Baydh,,,,9.6406,43.392,,No,Yes,,,,
DWBRBO064,Dug Well,SWALIM_WSIS,2008-06-16,Bari,Bossaso,Dolcadaale 1,Kobdhexaad,,,,10.5285,49.549,,Yes,Yes,,,,
DWAWBA073,Dug Well,SWALIM_HGS,2012-01-30,Awdal,Baki,Tuurka/W-039,,,,,10.2865,43.7298,,,Yes,,DRC - Danish Refugee Council,,
DWBRCA012,Dug Well,SWALIM_WSIS,2008-06-11,Bari,Caluula,Ceelquut,Bareedi,,,,11.7961,50.9727,,Yes,Yes,,,,
DWAWBA074,Dug Well,Somaliland_MoWRD,2019-11-28,Awdal,Baki,Belay shellow,Belay,,WV - World Vision, 6/23/2018,10.3077,43.7372,4.9,yes,Yes,,World Vision,Change wire,2019-07-23
DWAWBO047,Dug Well,SWALIM_WSIS,2008-05-26,Awdal,Borama,Dari Macaan 1,Boorame,,GRC - Germany Red Cross, 1/21/2007,9.9746,43.2159,,Yes,Yes,,,,
DWAWBA076,Dug Well,Somaliland_MoWRD,2019-11-28,Awdal,Baki,Gargara Bari shellow,Gargaara bari,,UNICEF - United Nations Children's Fund, 6/18/2018,10.3091,43.8061,4.9,yes,Yes,,,,
DWAWBA077,Dug Well,SWALIM_WSIS,2008-12-05,Awdal,Baki,Gargaara 2,Hulka,,,,10.309,43.8063,,Yes,No,,,,
DWAWBA078,Dug Well,SWALIM_HGS,2012-01-30,Awdal,Baki,Gargaara 4,,,,,10.3091,43.8064,,,Yes,,DRC - Danish Refugee Council,,
DWAWBA080,Dug Well,SWALIM_WSIS,2008-12-05,Awdal,Baki,Gargaara 1,Hulka,,,,10.3131,43.807,,Yes,Yes,,,,
DWAWBA082,Dug Well,SWALIM_WSIS,2008-05-13,Awdal,Baki,Hulka 1,Gargaara,,,,10.3513,43.9283,,Yes,Yes,,,,
DWAWBA083,Dug Well,SWALIM_WSIS,2008-11-05,Awdal,Baki,Cabdi Geedi,Hadayta,,,,10.5114,44.0518,,Yes,Yes,,,,
DWAWBA084,Dug Well,SWALIM_HGS,2012-01-31,Awdal,Baki,Cabdi Geedi/W-041,,,,,10.5073,44.0598,,,Yes,,UNICEF - United Nations Children's Fund,,
DWAWBA091,Dug Well,SWALIM_HGS,2012-02-01,Awdal,Baki,Biyafoge/W-042,,,,,10.50855,44.18471,,,,,,,
DWAWBA092,Dug Well,SWALIM_HGS,2012-01-31,Awdal,Baki,Cabdi Geedi/W-041,,,,,10.50725,44.05977,,,Yes,,UNICEF - United Nations Children's Fund,,
DMWGGE020,Dam,SWALIM_WSIS,2008-06-15,Woqooyi Galbeed,Gebiley,Idhanka Deerayahan,Idhanka Town,,,,9.5663,43.4698,,No,Yes,,,,
DWAWBA093,Dug Well,SWALIM_HGS,2012-01-30,Awdal,Baki,Gargaara/W-040,,,,,10.30907,43.80637,,,Yes,,DRC - Danish Refugee Council (Central Somalia),,
DWAWBA094,Dug Well,SWALIM_HGS,2012-01-15,Awdal,Baki,Ruqi,,,,,9.94649,43.34689,,,Yes,,World Vision,,
DWAWBA095,Dug Well,SWALIM_HGS,2012-02-27,Awdal,Baki,Sheed-Dheer/W-035,,,,,10.32154,43.48756,,,,,UNICEF - United Nations Children's Fund,,
DWBRBO001,Dug Well,SWALIM_WSIS,2008-05-28,Bari,Bossaso,Xal Wad,Celaayo,,,,11.2333,48.9723,,Yes,Yes,,,,
DWAWBA096,Dug Well,SWALIM_HGS,2012-01-27,Awdal,Baki,Sheed-Dheer/W-036,,,,,10.32154,43.48756,,,Yes,,,,
DWAWBA097,Dug Well,SWALIM_HGS,2012-01-29,Awdal,Baki,Sheed-Dheer/W-037,,,,,10.2232,43.62716,,,Yes,,UNICEF - United Nations Children's Fund,,
DWAWBO002,Dug Well,SWALIM_HGS,2012-01-18,Awdal,Borama,Ceelbaxay,,,,,10.3268,42.8413,,,Yes,,DRC - Danish Refugee Council,,
DWMDHO096,Dug Well,BRCiS,2017-06-01,Mudug,Hobyo,Labad,Labad,,,,5.5466,48.6734,,,,,,,
DWAWBO003,Dug Well,Somaliland_MoWRD,2019-12-17,Awdal,Borama,XariradDug Well,Xarirad,,UNICEF - United Nations Children's Fund,12/21/2001,10.3268,42.8413,4.9,yes,Yes,,,,
DWAWBO005,Dug Well,Somaliland_MoWRD,2019-12-19,Awdal,Borama,Daratodheere,Darayadhere,,Camuud foundation,12/21/2018,10.2621,42.905,4.9,no,Yes,,,,
DWAWBO006,Dug Well,SWALIM_WSIS,2008-05-18,Awdal,Borama,Ceel Baxay,Ceel Baxay,,UNHRC - United Nations High Commission for Refugees,,10.3029,42.9242,,Yes,Yes,,,,
DWAWBO007,Dug Well,SWALIM_HGS,2012-01-18,Awdal,Borama,Ceel Baxay,Xariirad,,COOPI - Cooperazione Internazionale, 1/22/2002,10.2953,42.961,,,Yes,,,,
DWBRCA021,Dug Well,SWALIM_WSIS,2008-06-17,Bari,Caluula,Cabayaro Weyn,Xayeeslahe,,,,11.5378,51.1448,,Yes,Yes,,,,
DWBRBO010,Dug Well,SWALIM_HGS,2012-02-25,Bari,Bossaso,Girible 2,,,,,11.2816,49.1691,,,Yes,,,,1995-07-31
